asin,product_name,watch_type,brand,material,current_price,original_price,discount,rating,review_count,prime_eligible,delivery_info,bestseller_badge,product_url,category,scraped_at
B0D7C6CRNC,OLEVS,Wrist Watch,N/A,N/A,42.,42.,N/A,4.4 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/OLEVS-Waterpoof-Stainless-Multifunction-Chronograph/dp/B0D7C6CRNC/ref=mp_s_a_1_12?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-12,Watches,2025-11-16 17:03:59
B071DQ3M36,Timex,Wrist Watch,N/A,N/A,37.,37.,,4.4 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/Timex-TW4B11300-Expedition-Scout-Leather/dp/B071DQ3M36/ref=mp_s_a_1_13?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-13,Watches,2025-11-16 17:03:59
B085HJ5K7V,L LAVAREDO,Wrist Watch,N/A,N/A,16.,16.,N/A,4.3 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/Mens-Digital-Watch-Waterproof-Chronograph/dp/B085HJ5K7V/ref=mp_s_a_1_14?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-14,Watches,2025-11-16 17:03:59
B0194LWHEC,Timex,Wrist Watch,N/A,N/A,50.,50.,N/A,4.5 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/Timex-Mens-Easy-Reader-Watch/dp/B0194LWHEC/ref=mp_s_a_1_15?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-15,Watches,2025-11-16 17:03:59
B08TB2XS6V,Nine West,Wrist Watch,N/A,N/A,18.,18.,,4.5 out of 5 stars,0,No,N/A,Ends in 14:56:00,https://www.amazon.com/NINE-WEST-Womens-Japanese-Quartz/dp/B08TB2XS6V/ref=mp_s_a_1_16?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-16,Watches,2025-11-16 17:03:59
B0094B79PA,Casio,Wrist Watch,N/A,N/A,29.,29.,,4.7 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/Casio-AE1200WH-1A-World-Multifunction-Watch/dp/B0094B79PA/ref=mp_s_a_1_17?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-17,Watches,2025-11-16 17:03:59
B00L8TBTXE,Nine West,Wrist Watch,N/A,N/A,19.,19.,,4.4 out of 5 stars,0,No,N/A,Ends in 14:56:00,https://www.amazon.com/Nine-West-NW-1578CHGB-Champagne/dp/B00L8TBTXE/ref=mp_s_a_1_18?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-18,Watches,2025-11-16 17:03:59
B0CGX3SBJF,HANPOSH,Wrist Watch,N/A,N/A,9.,9.,,4.1 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/HANPOSH-Military-Stopwatch-Waterproof-Chronograph/dp/B0CGX3SBJF/ref=mp_s_a_1_19?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-19,Watches,2025-11-16 17:03:59
B08VNH56LY,Casio,Wrist Watch,N/A,N/A,27.,27.,,4.6 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/Casio-AE-1500WH-8BVCF-10-Year-Battery/dp/B08VNH56LY/ref=mp_s_a_1_20?dib=eyJ2IjoiMSJ9.fz_4NC2KPB5-JSzw7SBP1B0fh2vkACReEUmsTwGe8qhpmBEvbN6vDmcihMANWIOPO0fBmuXTPEhFwnrL_vPpk0Eukxe9_ieKH8mXUPVm5XHfCvPLRbQkv8vKtcarQNs6sDE-GChSyRRLPOkc_CO8iv1cQfR_3PcHYySYMnyGDCpJ52sX_eoVSH7BkxEsZ9d7y52XX_SvLzaq6I4C3AQEGDj9D2Y3edUl76AzetMlWBjt-ePTMa7FHy-2It6hf5r8_n3ZtKYdOge66B9rU68FcmzPLsTDKxtXtBmOJxK3YTQ.yA8diZRq6c9wn7bSlONYrthSVOTtQlv3XEqGuni44Ac&dib_tag=se&keywords=watches&qid=1763312637&sr=8-20,Watches,2025-11-16 17:03:59
B0CSFSS4HT,TWOPTION,Wrist Watch,N/A,N/A,9.,9.,N/A,4.3 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/TWOPTION-Womens-Leather-Waterproof-Watches/dp/B0CSFSS4HT/ref=mp_s_a_1_41?dib=eyJ2IjoiMSJ9.AxvawtJ12nV_rOr_8TC7JQ4MmCA0eEoflR01tBr4ejBQkyxk0myE-O-RcMaFKWxmlEfNf1Qyce5pPEtBMmZkMSM3hlF0kXjrs7odrI3oYP8PKJ21gQV-R9Nw-Jq1yfaOOB72ulP-us0u3DdN8s2visIlT8dwNdNAluQA8UUdy3ToDn7CO5c7pNSq_GCDWZiDHY8n7DWSQl4JY4yDFWg0Q47L2nGFXLqMt6CEKt5g0xDPir1bPVHIW_doGBS6lT4mSTt1QDoJ44_s0KIu-0FaVxK9x7bx2pDPlb8RkGLCsyA.DsIZITcn0kM3bRGU-5JJpbR7VBUNhSZAcTqP0aY97HM&dib_tag=se&keywords=watches&qid=1763312649&sr=8-41,Watches,2025-11-16 17:04:11
B0DN4KSLRV,LN LENQIN,Wrist Watch,N/A,N/A,9.,9.,,4.2 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/LN-LENQIN-Stainless-Waterproof-Expansion/dp/B0DN4KSLRV/ref=mp_s_a_1_42?dib=eyJ2IjoiMSJ9.AxvawtJ12nV_rOr_8TC7JQ4MmCA0eEoflR01tBr4ejBQkyxk0myE-O-RcMaFKWxmlEfNf1Qyce5pPEtBMmZkMSM3hlF0kXjrs7odrI3oYP8PKJ21gQV-R9Nw-Jq1yfaOOB72ulP-us0u3DdN8s2visIlT8dwNdNAluQA8UUdy3ToDn7CO5c7pNSq_GCDWZiDHY8n7DWSQl4JY4yDFWg0Q47L2nGFXLqMt6CEKt5g0xDPir1bPVHIW_doGBS6lT4mSTt1QDoJ44_s0KIu-0FaVxK9x7bx2pDPlb8RkGLCsyA.DsIZITcn0kM3bRGU-5JJpbR7VBUNhSZAcTqP0aY97HM&dib_tag=se&keywords=watches&qid=1763312649&sr=8-42,Watches,2025-11-16 17:04:11
B0CLJLK117,AGEN KGEN,Wrist Watch,N/A,N/A,9.,9.,N/A,3.9 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/AGEN-KGEN-Ultra-Thin-Minimalist-Waterproof/dp/B0CLJLK117/ref=mp_s_a_1_43?dib=eyJ2IjoiMSJ9.AxvawtJ12nV_rOr_8TC7JQ4MmCA0eEoflR01tBr4ejBQkyxk0myE-O-RcMaFKWxmlEfNf1Qyce5pPEtBMmZkMSM3hlF0kXjrs7odrI3oYP8PKJ21gQV-R9Nw-Jq1yfaOOB72ulP-us0u3DdN8s2visIlT8dwNdNAluQA8UUdy3ToDn7CO5c7pNSq_GCDWZiDHY8n7DWSQl4JY4yDFWg0Q47L2nGFXLqMt6CEKt5g0xDPir1bPVHIW_doGBS6lT4mSTt1QDoJ44_s0KIu-0FaVxK9x7bx2pDPlb8RkGLCsyA.DsIZITcn0kM3bRGU-5JJpbR7VBUNhSZAcTqP0aY97HM&dib_tag=se&keywords=watches&qid=1763312649&sr=8-43,Watches,2025-11-16 17:04:11
B0F244SBSF,CIVO,Wrist Watch,N/A,N/A,19.,19.,,4.2 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/CIVO-Analog-Mens-Watches-Silver/dp/B0F244SBSF/ref=mp_s_a_1_44?dib=eyJ2IjoiMSJ9.AxvawtJ12nV_rOr_8TC7JQ4MmCA0eEoflR01tBr4ejBQkyxk0myE-O-RcMaFKWxmlEfNf1Qyce5pPEtBMmZkMSM3hlF0kXjrs7odrI3oYP8PKJ21gQV-R9Nw-Jq1yfaOOB72ulP-us0u3DdN8s2visIlT8dwNdNAluQA8UUdy3ToDn7CO5c7pNSq_GCDWZiDHY8n7DWSQl4JY4yDFWg0Q47L2nGFXLqMt6CEKt5g0xDPir1bPVHIW_doGBS6lT4mSTt1QDoJ44_s0KIu-0FaVxK9x7bx2pDPlb8RkGLCsyA.DsIZITcn0kM3bRGU-5JJpbR7VBUNhSZAcTqP0aY97HM&dib_tag=se&keywords=watches&qid=1763312649&sr=8-44,Watches,2025-11-16 17:04:11
B017SN1OI8,Fossil,Wrist Watch,N/A,N/A,90.,90.,,4.7 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/Fossil-Quartz-Stainless-Leather-Chronograph/dp/B017SN1OI8/ref=mp_s_a_1_45?dib=eyJ2IjoiMSJ9.AxvawtJ12nV_rOr_8TC7JQ4MmCA0eEoflR01tBr4ejBQkyxk0myE-O-RcMaFKWxmlEfNf1Qyce5pPEtBMmZkMSM3hlF0kXjrs7odrI3oYP8PKJ21gQV-R9Nw-Jq1yfaOOB72ulP-us0u3DdN8s2visIlT8dwNdNAluQA8UUdy3ToDn7CO5c7pNSq_GCDWZiDHY8n7DWSQl4JY4yDFWg0Q47L2nGFXLqMt6CEKt5g0xDPir1bPVHIW_doGBS6lT4mSTt1QDoJ44_s0KIu-0FaVxK9x7bx2pDPlb8RkGLCsyA.DsIZITcn0kM3bRGU-5JJpbR7VBUNhSZAcTqP0aY97HM&dib_tag=se&keywords=watches&qid=1763312649&sr=8-45,Watches,2025-11-16 17:04:11
B07X7MC5LQ,BY BENYAR,Wrist Watch,N/A,N/A,33.,33.,,4.4 out of 5 stars,0,No,N/A,N/A,https://www.amazon.com/BENYAR-Waterproof-Multifunction-Chronograph-Wristwatches/dp/B07X7MC5LQ/ref=mp_s_a_1_46?dib=eyJ2IjoiMSJ9.AxvawtJ12nV_rOr_8TC7JQ4MmCA0eEoflR01tBr4ejBQkyxk0myE-O-RcMaFKWxmlEfNf1Qyce5pPEtBMmZkMSM3hlF0kXjrs7odrI3oYP8PKJ21gQV-R9Nw-Jq1yfaOOB72ulP-us0u3DdN8s2visIlT8dwNdNAluQA8UUdy3ToDn7CO5c7pNSq_GCDWZiDHY8n7DWSQl4JY4yDFWg0Q47L2nGFXLqMt6CEKt5g0xDPir1bPVHIW_doGBS6lT4mSTt1QDoJ44_s0KIu-0FaVxK9x7bx2pDPlb8RkGLCsyA.DsIZITcn0kM3bRGU-5JJpbR7VBUNhSZAcTqP0aY97HM&dib_tag=se&keywords=watches&qid=1763312649&sr=8-46,Watches,2025-11-16 17:04:11
